SN	Date	HerdID	form_ID	species	AnimalID	Earing	Breed 	Age	Sex	Lactating	Healthy	Sick	Recovered	SampleID 	Sector 	Cell	Village	RBT_sample 	RBTDate	ELISA_sample	ELISADate 	RBT_ELISA
334		M	RWI005M	cattle	C244	1571093	Cross	Adult	Female	Yes	Yes			RWIC335	Rwimiyaga	Kirebe	Gatebe 2	Negative		Negative	7/11/23	Negative 
335		M	RWI005M	cattle	C245	1571107	Cross	Adult	Female	Yes	Yes			RWIC336	Rwimiyaga	Kirebe	Gatebe 2	Negative		Negative	7/11/23	Negative 
336		M	RWI005M	cattle	C246	1571104	Cross	Adult	Female	No	Repeat breeder			RWIC337	Rwimiyaga	Kirebe	Gatebe 2	Negative		Negative	7/11/23	Negative 
337		M	RWI005M	cattle	C247	1571105	Cross	Adult	Female	Yes	Yes			RWIC338	Rwimiyaga	Kirebe	Gatebe 2 	Negative		Negative	7/11/23	Negative 
338		M	RWI005M	cattle	C248	1606300	Cross	Adult	Male	No	Yes			RWIC339	Rwimiyaga	Kirebe	Gatebe 2	Negative		Negative	7/11/23	Negative 
339		M	RWI005M	cattle	C249	1571090	Cross	Adult	Female	No	Repeat breeder			RWIC340	Rwimiyaga	Kirebe	Gatebe 2	Negative		Negative	7/11/23	Negative 
340		M	RWI005M	goat	G72	Gatobo 1	Local	Adult	Female	No	Aborted			RWIG341	Rwimiyaga	Kirebe	Gatebe 2	Negative		Negative	7/11/23	Negative 
341		M	RWI005M	goat	G73	Gahuga 2	Local	Adult	Female	No	Aborted			RWIG342	Rwimiyaga	Kirebe	Gatebe 2	Negative		Negative	7/11/23	Negative 
342		M	RWI005M	goat	G74	Gahuga 3	Local	Adult	Female	No	Aborted			RWIG343	Rwimiyaga	Kirebe	Gatebe 2	Negative		Negative	7/11/23	Negative 
343		M	RWI005M	goat	G75	Isekurume	Local	Adult	Male	No	Yes			RWIG344	Rwimiyaga	Kirebe	Gatebe 2	Negative		Negative	7/11/23	Negative 
344		M	RWI005M	goat	G76	Gatobo 2	Local	Adult	Female	Yes	Yes			RWIG345	Rwimiyaga	Kirebe	Gatebe 2	Negative		Negative	7/11/23	Negative 
345	6/4/23	N	RWI006N	cattle	C250	Mushabazi	Cross	Adult	Female	No	Repeat breeder			RWIC346	Rwimiyaga	Gacundezi	Rukundo 3	Negative		Negative	7/11/23	Negative 
346		N	RWI006N	cattle	C251	1847046	Cross	Adult	Female	Yes	Yes	Wound on teat		RWIC347	Rwimiyaga	Gacundezi	Rukundo 3	Negative		Positive	7/11/23	
347		N	RWI006N	cattle	C252	1847026	Cross	Adult	Female	Yes	Yes			RWIC348	Rwimiyaga	Gacundezi	Rukundo 3	Negative		Negative	7/11/23	Negative 
348		N	RWI006N	cattle	C253	1847043	Cross	Adult	Female	Yes	Yes	Mastitisdue to milk color		RWIC349	Rwimiyaga	Gacundezi	Rukundo 3	Negative		Negative	7/11/23	Negative 
349		N	RWI006N	cattle	C254	1847022	Cross	Adult	Female	Yes	Yes	Wound on teat		RWIC350	Rwimiyaga	Gacundezi	Rukundo 3	Negative		Positive	7/11/23	
350		N	RWI006N	cattle	C255	1847013	Cross	Adult	Female	Yes	Yes	Wound on teat		RWIC351	Rwimiyaga	Gacundezi	Rukundo 3	Negative		Negative	7/11/23	Negative 
351		N	RWI006N	cattle	C256	1847033	Cross	Adult	Female	Yes	Yes	Wound on teat		RWIC352	Rwimiyaga	Gacundezi	Rukundo 3	Negative		Negative	7/11/23	Negative 
352		N	RWI006N	cattle	C257	1847034	Cross	Adult	Female	Yes	Yes			RWIC353	Rwimiyaga	Gacundezi	Rukundo 3	Negative		Negative	7/11/23	Negative 
353		N	RWI006N	cattle	C258	1847058	Cross	Adult	Female	No	Repeat breeder			RWIC354	Rwimiyaga	Gacundezi	Rukundo 3	Negative		Negative	7/11/23	Negative 
354		N	RWI006N	cattle	C259	Imfizi	Cross	Adult	Male	No	Yes			RWIC355	Rwimiyaga	Gacundezi	Rukundo 3	Negative		Negative	7/11/23	Negative 
355		N	RWI006N	sheep	S020	Gasifu	Local	Adult	Male	No	Yes			RWIS356	Rwimiyaga	Gacundezi	Rukundo 3	Negative		Negative	7/11/23	Negative 
356		N	RWI006N	sheep	S021		Local	Adult	Female	No	Yes			RWIS357	Rwimiyaga	Gacundezi	Rukundo 3	Negative		Negative	7/11/23	Negative 
357		N	RWI006N	sheep	S022	umweru	Local	Adult	Female	No	Yes			RWIS358	Rwimiyaga	Gacundezi	Rukundo 3	Negative		Negative	7/11/23	Negative 
358		N	RWI006N	sheep	S023	Gitare	Local	Adult	Female	No	Yes			RWIS359	Rwimiyaga	Gacundezi	Rukundo 3	Negative		Negative	7/11/23	Negative 
359		N	RWI006N	sheep	S024	Mayenji	Local	Adult	Female	No	Yes			RWIS360	Rwimiyaga	Gacundezi	Rukundo 3	Negative		Negative	7/11/23	Negative 
360	7/11/23	O	RWI007O	cattle	C260	697406	Cross	Adult	Female	No	Yes			RWIC361	Rwimiyaga	Rutungo	?	Negative		Positive	7/11/23	
361		O	RWI007O	cattle	C261	1748122	Cross	Adult	Female	No	Yes			RWIC362	Rwimiyaga	Rutungo	?	Negative		Negative	7/11/23	Negative 
362		O	RWI007O	cattle	C262	Mpuga 	Cross	Adult	Female	Yes	Repeat breeder			RWIC363	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
363		O	RWI007O	cattle	C263	960070	Cross	Adult	Female	No	Repeat breeder			RWIC364	Rwimiyaga	Rutungo		Negative		Positive	7/11/23	
364		O	RWI007O	cattle	C264	Kimasa Ruhuga	Cross	Adult	Male	No	Yes			RWIC365	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
365		O	RWI007O	cattle	C265	1014694	Cross	Adult	Female	Yes	Yes			RWIC366	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
366		O	RWI007O	cattle	C266	1015154	Cross	Adult	Female	Yes	Yes			RWIC367	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
367		O	RWI007O	cattle	C267	1107956	Cross	Adult	Female	Yes	Yes			RWIC368	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
368		O	RWI007O	cattle	C268	697434	Cross	Adult	Female	Yes	Aborted			RWIC369	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
369		O	RWI007O	cattle	C269	1014665	Cross	Adult	Female	Yes	Yes			RWIC370	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
370		O	RWI007O	cattle	C270	421037	Cross	Adult	Female	Yes	Yes			RWIC371	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
371		O	RWI007O	cattle	C271	1748110	Cross	Adult	Male	No	Yes			RWIC372	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
372		O	RWI007O	cattle	C272	1629364	Cross	Adult	Male	No	Yes			RWIC373	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
373		O	RWI007O	cattle	C273	1108132	Cross	Adult	Female	Yes	Yes			RWIC374	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
374		O	RWI007O	cattle	C274	1107909	Cross	Adult	Female	Yes	Yes			RWIC375	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
375		O	RWI007O	cattle	C275	1108156	Exotic	Adult	Female	Yes	Yes			RWIC376	Rwimiyaga	Rutungo		Negative		Positive	7/11/23	
376		O	RWI007O	cattle	C276	Mayenji	Cross	Adult	Female	Yes	Yes			RWIC377	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
377		O	RWI007O	cattle	C277	1748135	Cross	Adult	Female	Yes	Yes			RWIC378	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
378		O	RWI007O	cattle	C278	1015122	Cross	Adult	Female	Yes	Yes			RWIC379	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
379		O	RWI007O	cattle	C279	Ruhuga Rwasha	Cross	Young Adult 	Male	No	Yes			RWIC380	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
380		O	RWI007O	sheep	S025	Rweru	Local	Adult	Female	Yes	Yes			RWIS381	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
381		O	RWI007O	sheep	S026	Rugondo	Local	Adult	Female	Yes	Yes			RWIS382	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
382		O	RWI007O	sheep	S027	Cyamatwi	Local	Adult	Female	Yes	Yes			RWIS383	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
383		O	RWI007O	sheep	S028	Maso	Local	Adult	Female	No	Yes			RWIS384	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
384		O	RWI007O	sheep	S029	Rwagisembo	Local	Adult	Female	Yes	Yes			RWIS385	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
385		O	RWI007O	goat	G77	Mukara	Local	Adult	Female	No	Aborted			RWIG386	Rwimiyaga	Rutungo		Negative		Positive	7/11/23	
386		O	RWI007O	goat	G78	Musheru	Local	Adult	Female	Yes	Yes			RWIG387	Rwimiyaga	Rutungo		Negative		Positive	7/11/23	
387		O	RWI007O	goat	G79	Buregeya Mukara	Local	Adult	Female	Yes	Yes			RWIG388	Rwimiyaga	Rutungo		Positive		Positive	7/11/23	Positive
388		O	RWI007O	goat	G80	Nzungu	Local	Adult	Female	Yes	Yes			RWIG389	Rwimiyaga	Rutungo		Positive		Positive	7/11/23	Positive
389		O	RWI007O	goat	G81	Emile	Local	Adult	Female	No	Yes			RWIG390	Rwimiyaga	Rutungo		Negative		Positive	7/11/23	
390		O	RWI007O	goat	G82	Ndayizeye	Local	Adult	Female	Yes	Yes			RWIG391	Rwimiyaga	Rutungo		Negative		Positive	7/11/23	
391		O	RWI007O	goat	G83	Mushaija	Local	Adult	Female	Yes	Yes			RWIG392	Rwimiyaga	Rutungo		Negative		Positive	7/11/23	
392	7/11/23	P	RWI008P	cattle	C280	1015007	Cross	Adult	Female	Yes	Yes			RWIC393	Rwimiyaga	Rutungo		Negative		Positive	7/11/23	
393		P	RWI008P	cattle	C281	1108320	Cross	Adult	Female	Yes	Yes			RWIC394	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
394		P	RWI008P	cattle	C282	1108323	Cross	Adult	Female	Yes	Yes			RWIC395	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
395		P	RWI008P	cattle	C283	1014998	Cross	Adult	Female	Yes	Yes			RWIC396	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
396		P	RWI008P	cattle	C284	1015006	Cross	Adult	Female	Yes	Yes			RWIC397	Rwimiyaga	Rutungo		Positive		Negative	7/11/23	
397		P	RWI008P	cattle	C285	1108315	Cross	Adult	Male	No	Yes			RWIC398	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
398		P	RWI008P	cattle	C286	1015003	Cross	Adult	Female	No	Yes			RWIC399	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
399		P	RWI008P	cattle	C287	1015006	Cross	Adult	Female	Yes	Yes			RWIC400	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
400		P	RWI008P	cattle	C288	1014997	Cross	Adult	Female	No	Yes			RWIC401	Rwimiyaga	Rutungo		Positive		Positive	7/11/23	Positive
401		P	RWI008P	cattle	C289	1014993	Cross	Adult	Female	Yes	Yes			RWIC402	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
402		P	RWI008P	goat	G84	1	Local	Adult	Female	No	Yes			RWIG403	Rwimiyaga	Rutungo		Negative		Positive	7/11/23	
403		P	RWI008P	goat	G85	2	Local	Adult	Female	Yes	Yes			RWIG404	Rwimiyaga	Rutungo		Negative		Positive	7/11/23	
404		P	RWI008P	goat	G86	3	Local	Young Adult 	Female	No	Aborted			RWIG405	Rwimiyaga	Rutungo		Positive		Positive	7/11/23	Positive
405		P	RWI008P	goat	G87	4	Local	Adult	Female	Yes	Yes			RWIG406	Rwimiyaga	Rutungo		Positive		Positive	7/11/23	Positive
406		P	RWI008P	goat	G88	5	Local	Adult	Female	No	Aborted			RWIG407	Rwimiyaga	Rutungo		Positive		Positive	7/11/23	Positive
407		P	RWI008P	goat	G89	6	Local	Adult	Female	No	Aborted			RWIG408	Rwimiyaga	Rutungo		Negative		Negative	7/11/23	Negative 
408		P	RWI008P	goat	G90	7	Local	Adult	Female	No	Aborted			RWIG409	Rwimiyaga	Rutungo		Negative		Positive	7/11/23	
409		P	RWI008P	goat	G91	8	Local	Adult	Female	Yes	Yes			RWIG410	Rwimiyaga	Rutungo		Negative		Positive	7/11/23	
410		P	RWI008P	goat	G92	9	Local	Adult	Female	Yes	Yes			RWIG411	Rwimiyaga	Rutungo		Positive		Positive	7/11/23	Positive
411		P	RWI008P	goat	G93	10	Local	Adult	Female	Yes	Yes			RWIG412	Rwimiyaga	Rutungo		Negative		Positive	7/11/23	
412	7/12/23	Q	RWI009Q	cattle	C290	945898	Cross	Adult	Female	Yes	Yes			RWIC413	Rwimiyaga	Rutungo	Gatovu	Negative		Positive	9/11/23	
413		Q	RWI009Q	cattle	C291	945899	Cross	Adult	Female	Yes	Yes			RWIC414	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
414		Q	RWI009Q	cattle	C292	945893	Cross	Adult	Female	Yes	Yes			RWIC415	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
415		Q	RWI009Q	cattle	C293	945869	Cross	Adult	Female	Yes	Retained placenta			RWIC416	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
416		Q	RWI009Q	cattle	C294	945877	Cross	Adult	Female	Yes	Yes			RWIC417	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
417		Q	RWI009Q	cattle	C295	945904	Cross	Adult	Female	Yes	Repeat breeder			RWIC418	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
418		Q	RWI009Q	cattle	C296	946048	Cross	Adult	Female	Yes	Yes			RWIC419	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
419		Q	RWI009Q	cattle	C297	946055	Cross	Adult	Female	Yes	Retained placenta			RWIC420	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
420		Q	RWI009Q	cattle	C298	945873	Cross	Adult	Female	Yes	Repeat breeder			RWIC421	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
421		Q	RWI009Q	cattle	C299	945897	Cross	Adult	Female	Yes	Yes			RWIC422	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
422		Q	RWI009Q	cattle	C300	946017	Cross	Adult	Female	No	Repeat breeder			RWIC423	Rwimiyaga	Rutungo	Gatovu	Negative		Positive	9/11/23	
423		Q	RWI009Q	cattle	C301	Mirundi	Cross	Adult	Female	Yes	Yes			RWIC424	Rwimiyaga	Rutungo	Gatovu	Negative		Positive	9/11/23	
424		Q	RWI009Q	cattle	C302	945903	Cross	Adult	Female	Yes	Repeat breeder			RWIC425	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
425		Q	RWI009Q	cattle	C303	946057	Cross	Adult	Female	Yes	Yes			RWIC426	Rwimiyaga	Rutungo	Gatovu	Negative		Positive	9/11/23	
426		Q	RWI009Q	cattle	C304	945890	Cross	Adult	Female	No	Yes			RWIC427	Rwimiyaga	Rutungo	Gatovu	Positive		Positive	9/11/23	Positive
427		Q	RWI009Q	cattle	C305	946058	Cross	Adult	Female	Yes	Yes			RWIC428	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
428		Q	RWI009Q	cattle	C306	946045	Cross	Adult	Female	Yes	Yes			RWIC429	Rwimiyaga	Rutungo	Gatovu	Positive		Positive	9/11/23	Positive
429		Q	RWI009Q	cattle	C307	945870	Cross	Adult	Female	Yes	Yes			RWIC430	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
430		Q	RWI009Q	cattle	C308	946052	Cross	Adult	Female	Yes	Yes			RWIC431	Rwimiyaga	Rutungo	Gatovu	Negative		Positive	9/11/23	
431		Q	RWI009Q	cattle	C309	945889	Cross	Adult	Female	Yes	Yes			RWIC432	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
432		Q	RWI009Q	cattle	C310	946050	Cross	Adult	Female	Yes	Yes			RWIC433	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
433		Q	RWI009Q	cattle	C311	945891	Cross	Adult	Female	Yes	Yes			RWIC434	Rwimiyaga	Rutungo	Gatovu	Negative		Positive	9/11/23	
434		Q	RWI009Q	cattle	C312	945886	Cross	Adult	Female	Yes	Yes			RWIC435	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
435		Q	RWI009Q	cattle	C313	946051	Cross	Adult	Female	Yes	Yes			RWIC436	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
436		Q	RWI009Q	cattle	C314	Gacyara	Cross	Adult	Female	Yes	Repeat breeder			RWIC437	Rwimiyaga	Rutungo	Gatovu	Negative		Positive	9/11/23	
437	7/12/23	R	RWI010R	goat	G94	Gitobo	Local	Adult	Female	No	Yes			RWIG438	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
438		R	RWI010R	goat	G95	Mukara	Local	Adult	Female	No	Yes			RWIG439	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
439		R	RWI010R	goat	G96	Kagina	Local	Adult	Female	No	Yes			RWIG440	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
440		R	RWI010R	cattle	C315	1437827	Cross	Adult	Female	Yes	Yes			RWIC441	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
441		R	RWI010R	cattle	C316	1437826	Cross	Adult	Female	Yes	Yes			RWIC442	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
442		R	RWI010R	cattle	C317	1437823	Cross	Adult	Female	No	Yes			RWIC443	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
443		R	RWI010R	cattle	C318	Cyozi y'amahembe	Cross	Adult	Female	Yes	Yes			RWIC444	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
444		R	RWI010R	cattle	C319	1437842	Cross	Adult	Female	No	Yes			RWIC445	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
445		R	RWI010R	sheep	S030	1	Local	Adult	Male	No	Yes			RWIS446	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
446		R	RWI010R	sheep	S031	2	Local	Adult	Female	No	Yes			RWIS447	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
447		R	RWI010R	sheep	S032	3	Local	Adult	Female	No	Yes			RWIS448	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
448		R	RWI010R	sheep	S033	4	Local	Adult	Female	No	Yes			RWIS449	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
449		R	RWI010R	sheep	S034	5	Local	Adult	Female	No	Yes			RWIS450	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
450		R	RWI010R	sheep	S035	6	Local	Adult	Male	No	Yes			RWIS451	Rwimiyaga	Rutungo	Gatovu	Negative		Negative	9/11/23	Negative 
451	7/13/23	S	RWI011S	cattle	C320	1820193	Cross	Adult	Female	Yes	Yes			RWIC452	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
452		S	RWI011S	cattle	C321	2064625	Cross	Adult	Female	Yes	Yes			RWIC453	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
453		S	RWI011S	cattle	C322	1492858	Cross	Adult	Female	Yes	Yes			RWIC454	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
454		S	RWI011S	cattle	C323	1667365	Cross	Adult	Female	No	Yes			RWIC455	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
455		S	RWI011S	cattle	C324	1820183	Cross	Adult	Female	No	Yes			RWIC456	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
456		S	RWI011S	cattle	C325	1555712	Cross	Adult	Female	Yes	Yes			RWIC457	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
457		S	RWI011S	cattle	C326	1641788	Cross	Adult	Female	Yes	Yes			RWIC458	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
458		S	RWI011S	cattle	C327	1820194	Cross	Adult	Female	Yes	Yes			RWIC459	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
459		S	RWI011S	cattle	C328	1104895	Cross	Adult	Female	No	Aborted			RWIC460	Rwimiyaga	Kirebe	Gatebe1	Positive		Positive	7/11/23	Positive
460		S	RWI011S	cattle	C329	1820198	Cross	Adult	Female	Yes	Yes			RWIC461	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
461		S	RWI011S	cattle	C330	1820195	Cross	Adult	Female	Yes	Yes			RWIC462	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
462		S	RWI011S	cattle	C331	1667364	Cross	Adult	Female	Yes	Yes			RWIC463	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
463		S	RWI011S	cattle	C332	1667368	Cross	Adult	Female	Yes	Repeat breeder			RWIC464	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
464		S	RWI011S	cattle	C333	1820196	Cross	Adult	Female	No	Yes			RWIC465	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
465		S	RWI011S	cattle	C334	1820186	Cross	Adult	Female	Yes	Yes			RWIC466	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
466		S	RWI011S	cattle	C335	1820187	Cross	Adult	Female	Yes	Yes			RWIC467	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
467		S	RWI011S	cattle	C336	1820190	Cross	Adult	Female	No	Yes			RWIC468	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
468		S	RWI011S	cattle	C337	1820182	Cross	Adult	Female	No	Yes			RWIC469	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
469		S	RWI011S	cattle	C338	1104863	Cross	Adult	Female	No	Yes			RWIC470	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
470		S	RWI011S	cattle	C339	Rusine	Cross	Adult	Male	No	Yes			RWIC471	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
471		S	RWI011S	cattle	C340	1820181	Cross	Adult	Male	No	Yes			RWIC472	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
472		S	RWI011S	cattle	C341	Kiremba	Cross	Adult	Female	No	Yes			RWIC473	Rwimiyaga	Kirebe	Gatebe1	Negative		Positive	7/11/23	
473		S	RWI011S	cattle	C342	1667767	Cross	Adult	Female	No	Yes			RWIC474	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
474	7/13/23	T	RWI012T	cattle	C343	Shama	Exotic	Adult	Female	Yes	Yes			RWIC475	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
475		T	RWI012T	cattle	C344	Mpuga 	Cross	Adult	Female	No	Yes			RWIC476	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
476		T	RWI012T	cattle	C345	1605390	Cross	Adult	Female	Yes	Yes			RWIC477	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
477		T	RWI012T	cattle	C346	Shama y'ihembe	Cross	Adult	Female	Yes	Yes			RWIC478	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
478		T	RWI012T	cattle	C347	1605392	Cross	Adult	Female	No	Yes			RWIC479	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
479		T	RWI012T	cattle	C348	1605389	Cross	Adult	Female	No	Yes			RWIC480	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
480		T	RWI012T	cattle	C349	1162645	Cross	Adult	Female	No	Yes			RWIC481	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
481		T	RWI012T	cattle	C350	1605393	Cross	Adult	Female	No	Repeat breeder			RWIC482	Rwimiyaga	Kirebe	Gatebe1	Negative		Positive	7/11/23	
482		T	RWI012T	cattle	C351	1605381	Cross	Adult	Female	No	Repeat breeder			RWIC483	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
483		T	RWI012T	cattle	C352	1349720	Cross	Adult	Female	Yes	Yes			RWIC484	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
484		T	RWI012T	cattle	C353	1162655	Cross	Adult	Female	No	Yes			RWIC485	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
485		T	RWI012T	cattle	C354	1605394	Cross	Adult	Female	No	Yes			RWIC486	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
486		T	RWI012T	goat	G97	Kireju	Local	Adult	Female	No	Yes			RWIG487	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
487		T	RWI012T	goat	G98	Cyasha	Local	Adult	Female	No	Yes			RWIG488	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
488		T	RWI012T	goat	G99	Inkungu	Local	Adult	Female	Yes	Yes			RWIG489	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
489		T	RWI012T	goat	G100	Gihuga	Local	Adult	Female	No	Yes			RWIG490	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
490		T	RWI012T	goat	G101	Musheru	Local	Adult	Female	No	Yes			RWIG491	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
491		T	RWI012T	goat	G102	Cyasha y'amahembe	Local	Adult	Female	No	Yes			RWIG492	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
492		T	RWI012T	goat	G103	Nkungu y'umukara	Local	Adult	Female	No	Yes			RWIG493	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
493		T	RWI012T	goat	G104	Musheru w'icyasha	Local	Adult	Female	No	Yes			RWIG494	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
494		T	RWI012T	goat	G105	Mukara y'inkungu	Local	Adult	Female	No	Yes			RWIG495	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
495		T	RWI012T	goat	G106	Gihuga	Local	Adult	Female	No	Yes			RWIG496	Rwimiyaga	Kirebe	Gatebe1	Negative		Negative	7/11/23	Negative 
496	7/14/23	U	RWI013U	cattle	C355	436837	Cross	Adult	Female	Yes	Yes			RWIC497	Rwimiyaga	Kirebe	Gatebe1	Positive		Positive	8/11/23	Positive
497		U	RWI013U	cattle	C356	666004	Cross	Adult	Female	No	Aborted & Repeat breeder			RWIC498	Rwimiyaga	Kirebe	Gatebe1	Positive		Positive	8/11/23	Positive
